graph_id,state_id,split,future_index,future_seed,max_h,first_disconnect_step
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,25,3309487219,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,26,3310487222,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,27,3311487225,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,28,3312487228,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,29,3313487231,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,30,3314487234,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,31,3315487237,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,32,3316487240,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,33,3317487243,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,34,3318487246,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,35,3319487249,7,4
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,36,3320487252,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,37,3321487255,7,4
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,38,3322487258,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,39,3323487261,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,40,3324487264,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,41,3325487267,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,42,3326487270,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,43,3327487273,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,44,3328487276,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,45,3329487279,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,46,3330487282,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,47,3331487285,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,48,3332487288,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,49,3333487291,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,50,3334487294,7,6
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,51,3335487297,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,52,3336487300,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,53,3337487303,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,54,3338487306,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,55,3339487309,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,56,3340487312,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,57,3341487315,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,58,3342487318,7,3
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,59,3343487321,7,7
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,60,3344487324,7,5
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,61,3345487327,7,
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,62,3346487330,7,4
g_n24_e48_k2_low_00,g_n24_e48_k2_low_00_p5,train,63,3347487333,7,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,0,3180315926,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,1,3181315929,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,2,3182315932,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,3,3183315935,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,4,3184315938,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,5,3185315941,8,5
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,6,3186315944,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,7,3187315947,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,8,3188315950,8,
g_n24_e48_k2_low_01,g_n24_e48_k2_low_01_p0,test,9,3189315953,8,
