graph_id,state_id,split,n,e0,et,kappa0,kappat,tau_stratum,prefix_len,prefix_seed,tau0,tau,log_tau0,log_tau,L_t,deleted_edge_count,deleted_edge_fraction,edge_density,mean_degree,degree_variance,min_degree,bridge_count,avg_shortest_path_length,diameter,algebraic_connectivity,laplacian_spectral_radius,adjacency_spectral_gap,kirchhoff_index,betweenness_mean,betweenness_max,betweenness_std
g_n32_e64_k2_mid_39,g_n32_e64_k2_mid_39_p4,validation,32,64,60,2,1,mid,4,2935049642,180791489326279,9644504236724,32.828365490468286,29.897409359899736,2.93095613056855,4,0.0625,0.12096774193548387,3.75,1.875,1,1,3.4818548387096775,8,0.11236390142659594,8.599609690689023,0.38767272998062197,666.0596535209261,0.08272849462365592,0.4791443662920743,0.10899908103471688
g_n32_e64_k2_mid_40,g_n32_e64_k2_mid_40_p0,test,32,64,64,2,2,mid,0,1713668183,181271041344043,181271041344043,32.83101449309942,32.83101449309942,0.0,0,0.0,0.12903225806451613,4.0,2.0,2,0,3.1875,6,0.1297237741384567,8.981261712881478,0.32952734409577644,574.6085018437868,0.07291666666666666,0.4785135156612237,0.11476824033875888
g_n32_e64_k2_mid_40,g_n32_e64_k2_mid_40_p4,test,32,64,60,2,1,mid,4,2213669683,181271041344043,5143881020570,32.83101449309942,29.268828972847146,3.562185520252271,4,0.0625,0.12096774193548387,3.75,2.3125,1,2,3.3346774193548385,7,0.10494207780683273,8.88937158621569,0.21398606179129942,706.6096610430087,0.07782258064516129,0.5261904761904762,0.1277988375769581
g_n32_e64_k2_mid_40,g_n32_e64_k2_mid_40_p7,test,32,64,57,2,1,mid,7,2713671183,181271041344043,1688287191883,32.83101449309942,28.154735635002037,4.67627885809738,7,0.109375,0.11491935483870967,3.5625,1.99609375,1,1,3.348790322580645,7,0.11470888342628724,8.68208166591277,0.19779187858606262,677.0097326821917,0.07829301075268817,0.4828350860608924,0.11839898210112723
g_n32_e64_k2_mid_41,g_n32_e64_k2_mid_41_p0,train,32,64,64,2,2,mid,0,992288224,181980169737479,181980169737479,32.83491883958266,32.83491883958266,0.0,0,0.0,0.12903225806451613,4.0,2.125,2,0,3.090725806451613,7,0.14111420713619835,9.408543125758495,0.26661658326168247,560.0186584320434,0.06969086021505376,0.38608294930875586,0.09962362426596852
g_n32_e64_k2_mid_41,g_n32_e64_k2_mid_41_p4,train,32,64,60,2,1,mid,4,1492289724,181980169737479,3260686225776,32.83491883958266,28.812958787859714,4.0219600517229495,4,0.0625,0.12096774193548387,3.75,2.375,1,4,3.6955645161290325,9,0.0630226983876017,9.31821828478472,0.28432383696595576,908.8599873134617,0.08985215053763441,0.524731182795699,0.136710877745534
g_n32_e64_k2_mid_41,g_n32_e64_k2_mid_41_p7,train,32,64,57,2,2,mid,7,1992291224,181980169737479,1880443771968,32.83491883958266,28.26252891383439,4.572389925748272,7,0.109375,0.11491935483870967,3.5625,1.74609375,2,0,3.2620967741935485,7,0.12391486184074593,8.462696949237108,0.6131007646612181,669.1241102293334,0.07540322580645162,0.4593548387096774,0.10966910415453618
g_n32_e64_k2_mid_42,g_n32_e64_k2_mid_42_p0,test,32,64,64,2,2,mid,0,270908265,182981959866717,182981959866717,32.84040868394735,32.84040868394735,0.0,0,0.0,0.12903225806451613,4.0,2.3125,2,0,3.0544354838709675,6,0.16124380401945523,9.637518015370535,0.4580003826261869,529.5826090784498,0.06848118279569892,0.32815698427652884,0.08833186252594774
g_n32_e64_k2_mid_42,g_n32_e64_k2_mid_42_p4,test,32,64,60,2,2,mid,4,770909765,182981959866717,16708767584504,32.84040868394735,30.446954702644437,2.3934539813029154,4,0.0625,0.12096774193548387,3.75,2.125,2,0,3.2036290322580645,7,0.1468494054344763,9.521210511139184,0.6689775429662657,579.8731779065449,0.07345430107526882,0.34012101118362975,0.09059154599253728
g_n32_e64_k2_mid_42,g_n32_e64_k2_mid_42_p7,test,32,64,57,2,1,mid,7,1270911265,182981959866717,1925119925509,32.84040868394735,28.28600938069351,4.554399303253842,7,0.109375,0.11491935483870967,3.5625,1.68359375,1,1,3.2419354838709675,7,0.1567295678247026,8.466030429020838,0.36495626000904435,626.2527905136005,0.0747311827956989,0.28170677590032417,0.08406377124153651
g_n32_e64_k2_mid_43,g_n32_e64_k2_mid_43_p0,train,32,64,64,2,2,mid,0,3844495602,183234557389367,183234557389367,32.84178818241782,32.84178818241782,0.0,0,0.0,0.12903225806451613,4.0,1.875,2,0,3.189516129032258,6,0.14137929520061715,8.427950582610759,0.13947419081003876,558.4354340874339,0.07298387096774193,0.3386054636908527,0.09037036673341281
