primary_key,split,group_index,match_key,state_count,tail_count,log_tau_min,log_tau_max,log_tau_spread,low_mean_collapse_fraction,high_mean_collapse_fraction,low_minus_high
path_b05,validation,98,"('32', '64', '3', '0', '3', '5', 3.0)",5,1,33.79431406344507,34.577661608071246,0.7833475446261744,0.03125,0.109375,-0.078125
path_b05,validation,99,"('32', '64', '3', '0', '3', '6', 3.0)",11,3,33.728476614298835,34.695204343835904,0.9667277295370695,0.057291666666666664,0.041666666666666664,0.015625
path_b05,validation,106,"('32', '86', '2', '0', '2', '5', 2.5)",9,3,43.05814402321316,43.87586695320141,0.8177229299882498,0.052083333333333336,0.041666666666666664,0.010416666666666671
path_b05,validation,108,"('32', '86', '2', '0', '2', '6', 3.0)",4,1,42.452201536332026,44.216470448673974,1.7642689123419473,0.109375,0.078125,0.03125
path_b05,validation,109,"('32', '86', '2', '0', '3', '5', 2.5)",4,1,43.20618661508778,44.29719179183393,1.091005176746151,0.078125,0.0625,0.015625
path_b05,validation,112,"('32', '86', '3', '0', '3', '5', 2.5)",5,1,43.90776761335382,44.45937677740613,0.5516091640523086,0.046875,0.015625,0.03125
path_b05,validation,114,"('32', '91', '1', '1', '1', '5', 2.5)",4,1,44.121385772607844,45.645205167434035,1.5238193948261909,0.1875,0.203125,-0.015625
path_b05,validation,116,"('32', '91', '2', '0', '2', '5', 2.5)",12,4,44.617554086455605,46.01397638283202,1.3964222963764144,0.0703125,0.03125,0.0390625
path_b05,validation,122,"('32', '91', '3', '0', '3', '5', 2.5)",7,2,45.151738672233634,46.63707623101825,1.4853375587846145,0.015625,0.0078125,0.0078125
path_b05,validation,124,"('32', '96', '2', '0', '2', '5', 2.5)",5,1,46.506859619775376,47.37121058734524,0.8643509675698624,0.109375,0.0625,0.046875
path_b05,validation,126,"('32', '96', '2', '0', '3', '5', 2.5)",7,2,46.78770123350778,48.01647768439653,1.2287764508887449,0.03125,0.015625,0.015625
path_b05,validation,130,"('32', '96', '3', '0', '3', '5', 2.5)",16,5,46.949257510963434,48.34842686061609,1.3991693496526523,0.015625,0.009375,0.00625
path_b05,validation,139,"('40', '108', '2', '0', '2', '6', 3.0)",14,4,53.98906623335307,56.35399050886144,2.364924275508372,0.13671875,0.05859375,0.078125
path_b05,validation,141,"('40', '108', '2', '0', '3', '6', 3.0)",5,1,55.56808619218649,56.226227186932014,0.6581409947455228,0.03125,0.046875,-0.015625
path_b05,validation,149,"('40', '114', '2', '0', '2', '6', 3.0)",11,3,56.022691613669,58.11373491098972,2.0910432973207236,0.078125,0.07291666666666667,0.005208333333333329
path_b05,validation,151,"('40', '114', '2', '0', '3', '6', 3.0)",7,2,57.11994325678753,58.499791483074496,1.379848226286967,0.0390625,0.0234375,0.015625
path_b05,validation,157,"('40', '120', '2', '0', '2', '6', 3.0)",7,2,58.848753856999316,59.91076064448361,1.0620067874842931,0.0625,0.046875,0.015625
path_b05,validation,159,"('40', '120', '2', '0', '3', '6', 3.0)",6,2,59.90877772884163,60.754183844418215,0.8454061155765871,0.0546875,0.015625,0.0390625
path_b05,validation,161,"('40', '120', '3', '0', '3', '5', 2.5)",12,4,59.8472339129794,61.308652177612856,1.4614182646334584,0.0078125,0.01171875,-0.00390625
path_b05,validation,165,"('40', '72', '1', '1', '1', '7', 3.5)",7,2,36.045985199482445,37.523379181052796,1.4773939815703514,0.4140625,0.265625,0.1484375
path_b05,validation,177,"('40', '72', '2', '0', '2', '7', 3.5)",9,3,35.00132709103921,38.3198270604441,3.31849996940489,0.2916666666666667,0.11458333333333333,0.17708333333333337
path_b05,validation,178,"('40', '72', '2', '0', '2', '8', 3.5)",4,1,37.72453811638591,38.524497882054625,0.7999597656687172,0.140625,0.109375,0.03125
path_b05,validation,179,"('40', '76', '1', '1', '1', '7', 3.5)",7,2,37.90216201554294,40.45515507593501,2.552993060392069,0.2890625,0.1875,0.1015625
