graph_family,attack_type,turn,mean_giant_fraction,mean_efficiency_fraction,mean_cumulative_loss,mean_repair_cost_to_target,threshold_crossed_rate,irreversible_rate
small_world,targeted_degree_attack,65,0.5794270833333334,0.32259419819749563,1.150833055845021,2.0833333333333335,1.0,0.08333333333333333
small_world,targeted_degree_attack,66,0.5768229166666666,0.32004324206333884,1.1580964628347747,2.0833333333333335,1.0,0.08333333333333333
small_world,targeted_degree_attack,67,0.5677083333333334,0.3108189428185081,1.1861559827881416,2.5833333333333335,1.0,0.16666666666666666
small_world,targeted_degree_attack,68,0.5638020833333334,0.3052376180561574,1.2046212370679266,2.8333333333333335,1.0,0.16666666666666666
small_world,targeted_degree_attack,69,0.52734375,0.2898845900399165,1.25641404636259,3.25,1.0,0.25
small_world,targeted_degree_attack,70,0.5260416666666666,0.28709306745937857,1.2670602781860227,3.3333333333333335,1.0,0.25
small_world,targeted_degree_attack,71,0.5208333333333334,0.28126971758939107,1.2870694147893105,3.9166666666666665,1.0,0.25
small_world,targeted_degree_attack,72,0.5065104166666666,0.27401814743155783,1.3155749672223869,4.083333333333333,1.0,0.4166666666666667
small_world,targeted_degree_attack,73,0.5026041666666666,0.26854311061844666,1.3354469801837672,4.5,1.0,0.5833333333333334
small_world,targeted_degree_attack,74,0.453125,0.25257662236714656,1.3955028235878775,5.0,1.0,0.5833333333333334
small_world,targeted_degree_attack,75,0.44921875,0.24676925637500494,1.417618121248027,5.333333333333333,1.0,0.6666666666666666
small_world,targeted_degree_attack,76,0.4361979166666667,0.23602541072790872,1.4630170808224972,5.75,1.0,0.6666666666666666
small_world,targeted_degree_attack,77,0.4036458333333333,0.22321806850248718,1.5155786263593158,6.5,1.0,0.75
small_world,targeted_degree_attack,78,0.38671875,0.21178336255015565,1.5674591272049412,7.166666666666667,1.0,0.8333333333333334
small_world,targeted_degree_attack,79,0.3828125,0.20628499812335352,1.5928421728698516,8.25,1.0,0.8333333333333334
small_world,targeted_degree_attack,80,0.3658854166666667,0.19893365993644063,1.6296785492932113,8.75,1.0,0.8333333333333334
small_world,targeted_degree_attack,81,0.3645833333333333,0.19640508505147192,1.6428984668689235,8.916666666666666,1.0,0.8333333333333334
small_world,targeted_degree_attack,82,0.359375,0.19150009251547664,1.6693551589420903,9.583333333333334,1.0,0.8333333333333334
small_world,targeted_degree_attack,83,0.3541666666666667,0.18565867885714019,1.6993697561782637,10.0,1.0,0.8333333333333334
small_world,targeted_degree_attack,84,0.3502604166666667,0.1818490980347247,1.7217067405505386,10.416666666666666,1.0,0.8333333333333334
small_world,targeted_degree_attack,85,0.3450520833333333,0.17754000187495436,1.7478866471557881,10.75,1.0,0.8333333333333334
small_world,targeted_degree_attack,86,0.3294270833333333,0.16858742596930767,1.7899474978740246,11.25,1.0,0.9166666666666666
small_world,targeted_degree_attack,87,0.3255208333333333,0.1652143545978324,1.8110547765466574,11.583333333333334,1.0,0.9166666666666666
small_world,targeted_degree_attack,88,0.3151041666666667,0.15893710110096665,1.8477346349016892,12.25,1.0,0.9166666666666666
small_world,targeted_degree_attack,89,0.3020833333333333,0.1522267411396994,1.8928136342600748,12.916666666666666,1.0,1.0
small_world,targeted_degree_attack,90,0.30078125,0.14953294142851245,1.9109351127142145,13.166666666666666,1.0,1.0
small_world,targeted_degree_attack,91,0.2994791666666667,0.14724702982093743,1.9276512489209203,13.833333333333334,1.0,1.0
small_world,targeted_degree_attack,92,0.2864583333333333,0.1421283614058125,1.963526459141961,14.25,1.0,1.0
small_world,targeted_degree_attack,93,0.2747395833333333,0.1358729192340455,2.0098654088615464,15.25,1.0,1.0
small_world,targeted_degree_attack,94,0.2734375,0.13384932994177157,2.024077114467903,15.5,1.0,1.0
small_world,targeted_degree_attack,95,0.2591145833333333,0.12749175005489535,2.071250347569849,16.166666666666668,1.0,1.0
small_world,targeted_degree_attack,96,0.2565104166666667,0.1248159913176441,2.090567729487062,16.583333333333332,1.0,1.0
