key_name,split,group_index,match_key,state_count,tail_count,log_tau_min,log_tau_max,log_tau_spread,low_mean_collapse_fraction,high_mean_collapse_fraction,low_minus_high
strict,train,120,"('40', '108', '2', '0', '2', '6')",9,3,54.33932101048479,56.10600385858236,1.7666828480975738,0.08333333333333333,0.036458333333333336,0.04687499999999999
strict,train,121,"('40', '108', '2', '0', '2', '7')",5,1,53.96376919185439,55.64668140910992,1.6829122172555273,0.15625,0.09375,0.0625
strict,train,129,"('40', '114', '2', '0', '2', '5')",4,1,57.417483861403575,58.17130407098865,0.7538202095850721,0.078125,0.03125,0.046875
strict,train,130,"('40', '114', '2', '0', '2', '6')",7,2,56.53604445448903,58.29378168381011,1.75773722932108,0.1015625,0.0703125,0.03125
strict,train,133,"('40', '114', '2', '0', '3', '6')",5,1,57.493881932070856,58.51955589174672,1.0256739596758635,0.03125,0.03125,0.0
strict,train,137,"('40', '114', '3', '0', '3', '6')",7,2,57.53217783403283,58.883180620524236,1.3510027864914065,0.0390625,0.0234375,0.015625
strict,train,139,"('40', '120', '2', '0', '2', '6')",4,1,59.013585264376964,59.84790191893461,0.8343166545576466,0.15625,0.09375,0.0625
strict,train,142,"('40', '120', '2', '0', '3', '6')",4,1,59.85759118783959,60.9014777392124,1.0438865513728146,0.03125,0.0,0.03125
strict,train,146,"('40', '120', '3', '0', '3', '5')",6,2,59.56538589160622,61.056446590439904,1.4910606988336852,0.03125,0.0,0.03125
strict,train,147,"('40', '120', '3', '0', '3', '6')",10,3,59.76738134562284,61.02669878973354,1.2593174441106996,0.020833333333333332,0.005208333333333333,0.015625
strict,train,149,"('40', '72', '1', '1', '1', '7')",6,2,35.58834550699873,37.78750430576813,2.1991587987694032,0.40625,0.28125,0.125
strict,train,158,"('40', '72', '2', '0', '2', '7')",5,1,36.933591847850415,38.147736670985196,1.214144823134781,0.296875,0.140625,0.15625
strict,train,159,"('40', '72', '2', '0', '2', '8')",7,2,35.5963884904302,37.96983406385336,2.3734455734231616,0.1875,0.1484375,0.0390625
strict,train,161,"('40', '76', '1', '1', '1', '7')",6,2,38.6155128458973,40.161656488159814,1.546143642262514,0.4765625,0.2109375,0.265625
strict,train,162,"('40', '76', '1', '1', '1', '8')",4,1,37.24867359540295,39.32065471248961,2.071981117086665,0.375,0.328125,0.046875
strict,train,167,"('40', '76', '2', '0', '2', '7')",9,3,38.93012737928374,41.17536199201194,2.245234612728204,0.1875,0.140625,0.046875
strict,train,168,"('40', '76', '2', '0', '2', '8')",5,1,38.996203012826,40.40280833935085,1.406605326524847,0.234375,0.1875,0.046875
strict,train,171,"('40', '80', '2', '0', '2', '7')",12,4,40.2293225337847,42.64142171443807,2.412099180653364,0.27734375,0.16015625,0.1171875
